age,income_bracket,financial_goals,age_bracket,debt_level,savings_rate,investment_experience,financial_stress_level,programId,title,PCA1,PCA2,combined_features
34.0,High,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,37,Strategy Supreme,-0.12,0.21,"High, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.12 0.21"
34.0,High,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,77,Academy,0.26,0.11,"High, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.26 0.11"
33.0,High,"Investment Growth, Emergency Fund",Middle-aged,Medium,High,Beginner,Medium,9,Economic Success Prime,-0.43,-0.09,"High, Investment Growth, Emergency Fund, Middle-aged, Medium, High, Beginner, Medium -0.43 -0.09"
36.0,Low,Emergency Fund,Middle-aged,Medium,Low,Intermediate,Unknown,87,Foundation,0.34,-0.18,"Low, Emergency Fund, Middle-aged, Medium, Low, Intermediate, Unknown 0.34 -0.18"
49.0,Medium,"Retirement, Emergency Fund",Older,Unknown,Low,Intermediate,Medium,20,Equity Strategy Platinum,-0.38,0.44,"Medium, Retirement, Emergency Fund, Older, Unknown, Low, Intermediate, Medium -0.38 0.44"
,Medium,"Retirement, Investment Growth",Unknown,Unknown,Unknown,Beginner,Low,32,Financial Advantage,-0.12,-0.04,"Medium, Retirement, Investment Growth, Unknown, Unknown, Unknown, Beginner, Low -0.12 -0.04"
25.0,High,"Investment Growth, Emergency Fund",Young,Medium,Medium,Intermediate,High,21,Economic Blueprint Supreme,-0.23,0.04,"High, Investment Growth, Emergency Fund, Young, Medium, Medium, Intermediate, High -0.23 0.04"
37.0,Unknown,"Emergency Fund, Retirement",Middle-aged,Low,Medium,Beginner,Medium,18,Budget System,-0.23,0.14,"Unknown, Emergency Fund, Retirement, Middle-aged, Low, Medium, Beginner, Medium -0.23 0.14"
36.0,High,Emergency Fund,Middle-aged,Low,Unknown,Intermediate,Medium,14,Cash Guide,-0.26,0.14,"High, Emergency Fund, Middle-aged, Low, Unknown, Intermediate, Medium -0.26 0.14"
39.0,Medium,Debt Freedom,Middle-aged,Unknown,Unknown,Intermediate,Unknown,59,Cash Strategy Supreme,0.0,-0.36,"Medium, Debt Freedom, Middle-aged, Unknown, Unknown, Intermediate, Unknown 0.0 -0.36"
53.0,Medium,Debt Freedom,Older,Unknown,Unknown,Unknown,Unknown,25,Prosper Journey,-0.22,0.33,"Medium, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown -0.22 0.33"
54.0,High,Debt Freedom,Older,Unknown,Medium,Intermediate,High,49,Wealth Navigator,0.1,0.18,"High, Debt Freedom, Older, Unknown, Medium, Intermediate, High 0.1 0.18"
54.0,Low,Debt Freedom,Older,Medium,Unknown,Intermediate,Low,5,Vision Plus,-0.61,-0.52,"Low, Debt Freedom, Older, Medium, Unknown, Intermediate, Low -0.61 -0.52"
26.0,High,Retirement,Young,Low,Low,Intermediate,Low,35,Equity Advantage,-0.14,-0.01,"High, Retirement, Young, Low, Low, Intermediate, Low -0.14 -0.01"
26.0,High,Retirement,Young,Low,Low,Intermediate,Low,16,Freedom Blueprint360,-0.37,0.17,"High, Retirement, Young, Low, Low, Intermediate, Low -0.37 0.17"
38.0,Unknown,"Debt Freedom, Investment Growth",Middle-aged,Medium,Low,Beginner,Low,16,Freedom Blueprint360,-0.37,0.17,"Unknown, Debt Freedom, Investment Growth, Middle-aged, Medium, Low, Beginner, Low -0.37 0.17"
,Low,Investment Growth,Unknown,Medium,Medium,Beginner,Medium,30,Prosper Foundation Prime,-0.4,-0.5,"Low, Investment Growth, Unknown, Medium, Medium, Beginner, Medium -0.4 -0.5"
52.0,Low,"Retirement, Investment Growth",Older,Unknown,Medium,Intermediate,Low,20,Equity Strategy Platinum,-0.38,0.44,"Low, Retirement, Investment Growth, Older, Unknown, Medium, Intermediate, Low -0.38 0.44"
52.0,Low,"Retirement, Investment Growth",Older,Unknown,Medium,Intermediate,Low,47,Success,-0.07,0.15,"Low, Retirement, Investment Growth, Older, Unknown, Medium, Intermediate, Low -0.07 0.15"
52.0,Low,"Retirement, Investment Growth",Older,Unknown,Medium,Intermediate,Low,45,Capital System,-0.14,-0.15,"Low, Retirement, Investment Growth, Older, Unknown, Medium, Intermediate, Low -0.14 -0.15"
55.0,Low,"Investment Growth, Retirement",Older,Medium,High,Beginner,High,56,Insights Select,0.02,-0.02,"Low, Investment Growth, Retirement, Older, Medium, High, Beginner, High 0.02 -0.02"
35.0,Low,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,41,Wealth Solutions Ultra,-0.07,0.16,"Low, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.07 0.16"
37.0,Low,Debt Freedom,Middle-aged,Medium,Low,Beginner,High,8,Future Blueprint Advanced,-0.49,0.09,"Low, Debt Freedom, Middle-aged, Medium, Low, Beginner, High -0.49 0.09"
42.0,Low,Emergency Fund,Middle-aged,Unknown,Low,Intermediate,Low,28,Economic Academy Complete,-0.2,0.3,"Low, Emergency Fund, Middle-aged, Unknown, Low, Intermediate, Low -0.2 0.3"
29.0,Unknown,Emergency Fund,Young,High,Low,Beginner,Unknown,22,Journey,-0.21,0.22,"Unknown, Emergency Fund, Young, High, Low, Beginner, Unknown -0.21 0.22"
29.0,Unknown,Emergency Fund,Young,High,Low,Beginner,Unknown,77,Academy,0.26,0.11,"Unknown, Emergency Fund, Young, High, Low, Beginner, Unknown 0.26 0.11"
32.0,High,"Debt Freedom, Investment Growth",Young,Unknown,High,Beginner,Medium,66,Dollar Academy Ultra,0.06,-0.36,"High, Debt Freedom, Investment Growth, Young, Unknown, High, Beginner, Medium 0.06 -0.36"
50.0,Medium,Unknown,Older,Medium,High,Beginner,High,66,Dollar Academy Ultra,0.06,-0.36,"Medium, Unknown, Older, Medium, High, Beginner, High 0.06 -0.36"
50.0,Medium,Unknown,Older,Medium,High,Beginner,High,1,Smart Builder Premium,-0.37,0.41,"Medium, Unknown, Older, Medium, High, Beginner, High -0.37 0.41"
37.0,Medium,Investment Growth,Middle-aged,High,Unknown,Intermediate,High,35,Equity Advantage,-0.14,-0.01,"Medium, Investment Growth, Middle-aged, High, Unknown, Intermediate, High -0.14 -0.01"
26.0,Unknown,"Emergency Fund, Investment Growth",Young,Unknown,Unknown,Unknown,Unknown,15,Path,-0.31,0.02,"Unknown, Emergency Fund, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.31 0.02"
43.0,Low,Emergency Fund,Middle-aged,Unknown,Unknown,Unknown,Unknown,85,Asset Blueprint Master,0.41,-0.08,"Low, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.41 -0.08"
37.0,Low,Debt Freedom,Middle-aged,High,Unknown,Intermediate,Medium,92,Budget Foundation Pro,0.44,0.06,"Low, Debt Freedom, Middle-aged, High, Unknown, Intermediate, Medium 0.44 0.06"
50.0,Low,"Emergency Fund, Debt Freedom",Older,Unknown,Unknown,Unknown,Unknown,17,Insights,-0.19,0.07,"Low, Emergency Fund, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown -0.19 0.07"
31.0,High,Investment Growth,Young,Unknown,Unknown,Unknown,High,46,Fortune Planner Unlimited,-0.13,0.48,"High, Investment Growth, Young, Unknown, Unknown, Unknown, High -0.13 0.48"
,Low,Emergency Fund,Unknown,Low,Unknown,Intermediate,Medium,11,Equity Method Platinum,-0.28,0.07,"Low, Emergency Fund, Unknown, Low, Unknown, Intermediate, Medium -0.28 0.07"
25.0,Low,Investment Growth,Young,Low,Low,Intermediate,High,5,Vision Plus,-0.61,-0.52,"Low, Investment Growth, Young, Low, Low, Intermediate, High -0.61 -0.52"
25.0,Low,Investment Growth,Young,Low,Low,Intermediate,High,78,Wealth Blueprint,0.32,-0.22,"Low, Investment Growth, Young, Low, Low, Intermediate, High 0.32 -0.22"
51.0,Low,"Debt Freedom, Emergency Fund",Older,Unknown,Unknown,Unknown,Unknown,73,Dollar Navigator Gold,0.17,0.19,"Low, Debt Freedom, Emergency Fund, Older, Unknown, Unknown, Unknown, Unknown 0.17 0.19"
41.0,High,"Emergency Fund, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,66,Dollar Academy Ultra,0.06,-0.36,"High, Emergency Fund, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.06 -0.36"
48.0,High,"Emergency Fund, Debt Freedom",Middle-aged,Unknown,Low,Intermediate,Low,67,Budget Success Premium,-0.09,-1.02,"High, Emergency Fund, Debt Freedom, Middle-aged, Unknown, Low, Intermediate, Low -0.09 -1.02"
38.0,Low,"Retirement, Debt Freedom",Middle-aged,Unknown,High,Intermediate,High,47,Success,-0.07,0.15,"Low, Retirement, Debt Freedom, Middle-aged, Unknown, High, Intermediate, High -0.07 0.15"
44.0,Low,"Debt Freedom, Retirement",Middle-aged,High,Low,Intermediate,Low,21,Economic Blueprint Supreme,-0.23,0.04,"Low, Debt Freedom, Retirement, Middle-aged, High, Low, Intermediate, Low -0.23 0.04"
44.0,Low,"Debt Freedom, Retirement",Middle-aged,High,Low,Intermediate,Low,95,Fortune Planner,0.48,-0.15,"Low, Debt Freedom, Retirement, Middle-aged, High, Low, Intermediate, Low 0.48 -0.15"
44.0,High,Investment Growth,Middle-aged,Medium,High,Unknown,High,30,Prosper Foundation Prime,-0.4,-0.5,"High, Investment Growth, Middle-aged, Medium, High, Unknown, High -0.4 -0.5"
35.0,Unknown,Investment Growth,Middle-aged,High,Medium,Unknown,Unknown,17,Insights,-0.19,0.07,"Unknown, Investment Growth, Middle-aged, High, Medium, Unknown, Unknown -0.19 0.07"
44.0,Unknown,"Retirement, Emergency Fund",Middle-aged,Low,Unknown,Intermediate,High,58,Freedom Advantage,-0.02,0.44,"Unknown, Retirement, Emergency Fund, Middle-aged, Low, Unknown, Intermediate, High -0.02 0.44"
32.0,Low,"Retirement, Emergency Fund",Young,Low,Low,Beginner,Medium,81,Asset Path,0.38,0.1,"Low, Retirement, Emergency Fund, Young, Low, Low, Beginner, Medium 0.38 0.1"
32.0,Low,"Retirement, Emergency Fund",Young,Low,Low,Beginner,Medium,51,Money Builder Deluxe,0.07,0.07,"Low, Retirement, Emergency Fund, Young, Low, Low, Beginner, Medium 0.07 0.07"
25.0,High,"Investment Growth, Debt Freedom",Young,Medium,Medium,Intermediate,Low,83,Academy Total,0.32,0.32,"High, Investment Growth, Debt Freedom, Young, Medium, Medium, Intermediate, Low 0.32 0.32"
49.0,Low,Emergency Fund,Older,Medium,High,Beginner,Unknown,55,Fiscal System Expert,0.1,0.23,"Low, Emergency Fund, Older, Medium, High, Beginner, Unknown 0.1 0.23"
28.0,Unknown,Investment Growth,Young,Unknown,Unknown,Unknown,Unknown,45,Capital System,-0.14,-0.15,"Unknown, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.14 -0.15"
46.0,High,Investment Growth,Middle-aged,Low,Low,Beginner,High,3,Economic Guide Total,-0.61,-0.47,"High, Investment Growth, Middle-aged, Low, Low, Beginner, High -0.61 -0.47"
54.0,High,"Emergency Fund, Retirement",Older,High,High,Intermediate,Low,64,Savvy Vision,0.21,0.24,"High, Emergency Fund, Retirement, Older, High, High, Intermediate, Low 0.21 0.24"
49.0,Medium,"Investment Growth, Debt Freedom",Older,Medium,High,Beginner,High,37,Strategy Supreme,-0.12,0.21,"Medium, Investment Growth, Debt Freedom, Older, Medium, High, Beginner, High -0.12 0.21"
31.0,High,"Debt Freedom, Investment Growth",Young,Unknown,Unknown,Unknown,Unknown,28,Economic Academy Complete,-0.2,0.3,"High, Debt Freedom, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.2 0.3"
54.0,Medium,Emergency Fund,Older,Low,High,Beginner,Medium,13,Roadmap,-0.43,-0.31,"Medium, Emergency Fund, Older, Low, High, Beginner, Medium -0.43 -0.31"
49.0,Medium,"Emergency Fund, Investment Growth",Older,Low,Low,Intermediate,Medium,19,Smart Planner,-0.39,0.54,"Medium, Emergency Fund, Investment Growth, Older, Low, Low, Intermediate, Medium -0.39 0.54"
35.0,Low,Debt Freedom,Middle-aged,High,Low,Intermediate,Low,95,Fortune Planner,0.48,-0.15,"Low, Debt Freedom, Middle-aged, High, Low, Intermediate, Low 0.48 -0.15"
35.0,Low,Debt Freedom,Middle-aged,High,Low,Intermediate,Low,19,Smart Planner,-0.39,0.54,"Low, Debt Freedom, Middle-aged, High, Low, Intermediate, Low -0.39 0.54"
38.0,High,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,2,Smart Strategy Deluxe,-0.85,-0.18,"High, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.85 -0.18"
44.0,Low,Emergency Fund,Middle-aged,Low,Low,Beginner,High,17,Insights,-0.19,0.07,"Low, Emergency Fund, Middle-aged, Low, Low, Beginner, High -0.19 0.07"
35.0,Medium,Debt Freedom,Middle-aged,Low,Medium,Intermediate,High,78,Wealth Blueprint,0.32,-0.22,"Medium, Debt Freedom, Middle-aged, Low, Medium, Intermediate, High 0.32 -0.22"
35.0,Medium,Debt Freedom,Middle-aged,Low,Medium,Intermediate,High,28,Economic Academy Complete,-0.2,0.3,"Medium, Debt Freedom, Middle-aged, Low, Medium, Intermediate, High -0.2 0.3"
53.0,High,Unknown,Older,Unknown,Unknown,Unknown,High,82,Thrive Builder,0.23,-0.03,"High, Unknown, Older, Unknown, Unknown, Unknown, High 0.23 -0.03"
28.0,Medium,"Emergency Fund, Retirement",Young,Low,High,Beginner,Low,74,Money Foundation Unlimited,0.23,0.14,"Medium, Emergency Fund, Retirement, Young, Low, High, Beginner, Low 0.23 0.14"
28.0,Medium,"Emergency Fund, Retirement",Young,Low,High,Beginner,Low,87,Foundation,0.34,-0.18,"Medium, Emergency Fund, Retirement, Young, Low, High, Beginner, Low 0.34 -0.18"
50.0,Medium,"Debt Freedom, Emergency Fund",Older,Low,Unknown,Intermediate,High,52,Builder360,-0.19,0.32,"Medium, Debt Freedom, Emergency Fund, Older, Low, Unknown, Intermediate, High -0.19 0.32"
36.0,High,Emergency Fund,Middle-aged,Low,High,Beginner,Medium,91,Future Blueprint Unlimited,0.38,0.11,"High, Emergency Fund, Middle-aged, Low, High, Beginner, Medium 0.38 0.11"
25.0,Low,Retirement,Young,Unknown,Low,Beginner,High,22,Journey,-0.21,0.22,"Low, Retirement, Young, Unknown, Low, Beginner, High -0.21 0.22"
53.0,Low,Emergency Fund,Older,Unknown,Unknown,Unknown,Unknown,23,Fortune Success Pro,-0.22,-0.08,"Low, Emergency Fund, Older, Unknown, Unknown, Unknown, Unknown -0.22 -0.08"
44.0,Unknown,Investment Growth,Middle-aged,Low,High,Intermediate,High,80,Advantage,0.02,-0.55,"Unknown, Investment Growth, Middle-aged, Low, High, Intermediate, High 0.02 -0.55"
43.0,Low,Retirement,Middle-aged,Low,Low,Intermediate,Unknown,99,Treasury Foundation Essential,0.29,-0.29,"Low, Retirement, Middle-aged, Low, Low, Intermediate, Unknown 0.29 -0.29"
43.0,Medium,Emergency Fund,Middle-aged,Unknown,Unknown,Unknown,Unknown,20,Equity Strategy Platinum,-0.38,0.44,"Medium, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.38 0.44"
55.0,Low,Investment Growth,Older,Medium,Low,Intermediate,High,20,Equity Strategy Platinum,-0.38,0.44,"Low, Investment Growth, Older, Medium, Low, Intermediate, High -0.38 0.44"
26.0,Medium,Emergency Fund,Young,High,Medium,Beginner,High,81,Asset Path,0.38,0.1,"Medium, Emergency Fund, Young, High, Medium, Beginner, High 0.38 0.1"
25.0,Medium,"Emergency Fund, Retirement",Young,Unknown,Unknown,Unknown,Unknown,13,Roadmap,-0.43,-0.31,"Medium, Emergency Fund, Retirement, Young, Unknown, Unknown, Unknown, Unknown -0.43 -0.31"
48.0,High,"Investment Growth, Retirement",Middle-aged,Medium,High,Beginner,High,65,Foundation Essential,0.16,-0.14,"High, Investment Growth, Retirement, Middle-aged, Medium, High, Beginner, High 0.16 -0.14"
33.0,Medium,"Debt Freedom, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,41,Wealth Solutions Ultra,-0.07,0.16,"Medium, Debt Freedom, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.07 0.16"
38.0,High,"Emergency Fund, Retirement",Middle-aged,Medium,High,Intermediate,Unknown,89,Savvy Builder Essential,0.59,0.07,"High, Emergency Fund, Retirement, Middle-aged, Medium, High, Intermediate, Unknown 0.59 0.07"
38.0,High,"Emergency Fund, Retirement",Middle-aged,Medium,High,Intermediate,Unknown,18,Budget System,-0.23,0.14,"High, Emergency Fund, Retirement, Middle-aged, Medium, High, Intermediate, Unknown -0.23 0.14"
34.0,Medium,"Emergency Fund, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,38,Strategy,0.01,-0.02,"Medium, Emergency Fund, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.01 -0.02"
54.0,Unknown,"Investment Growth, Emergency Fund",Older,Medium,Low,Intermediate,Medium,98,Money Blueprint Unlimited,0.48,-0.03,"Unknown, Investment Growth, Emergency Fund, Older, Medium, Low, Intermediate, Medium 0.48 -0.03"
54.0,Unknown,"Investment Growth, Emergency Fund",Older,Medium,Low,Intermediate,Medium,41,Wealth Solutions Ultra,-0.07,0.16,"Unknown, Investment Growth, Emergency Fund, Older, Medium, Low, Intermediate, Medium -0.07 0.16"
34.0,Unknown,"Retirement, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,31,Smart Navigator Gold,-0.17,0.11,"Unknown, Retirement, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.17 0.11"
34.0,Unknown,"Retirement, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,81,Asset Path,0.38,0.1,"Unknown, Retirement, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.38 0.1"
34.0,Low,Emergency Fund,Middle-aged,Medium,Medium,Beginner,Low,84,Savvy Success,0.38,-0.12,"Low, Emergency Fund, Middle-aged, Medium, Medium, Beginner, Low 0.38 -0.12"
53.0,Medium,"Investment Growth, Debt Freedom",Older,Low,Medium,Intermediate,Medium,25,Prosper Journey,-0.22,0.33,"Medium, Investment Growth, Debt Freedom, Older, Low, Medium, Intermediate, Medium -0.22 0.33"
44.0,High,"Retirement, Debt Freedom",Middle-aged,Low,Low,Beginner,Medium,67,Budget Success Premium,-0.09,-1.02,"High, Retirement, Debt Freedom, Middle-aged, Low, Low, Beginner, Medium -0.09 -1.02"
29.0,Medium,"Debt Freedom, Retirement",Young,High,High,Unknown,Low,9,Economic Success Prime,-0.43,-0.09,"Medium, Debt Freedom, Retirement, Young, High, High, Unknown, Low -0.43 -0.09"
46.0,Low,Unknown,Middle-aged,Medium,High,Intermediate,Low,19,Smart Planner,-0.39,0.54,"Low, Unknown, Middle-aged, Medium, High, Intermediate, Low -0.39 0.54"
43.0,Low,"Emergency Fund, Debt Freedom",Middle-aged,Medium,Low,Intermediate,Unknown,19,Smart Planner,-0.39,0.54,"Low, Emergency Fund, Debt Freedom, Middle-aged, Medium, Low, Intermediate, Unknown -0.39 0.54"
36.0,Unknown,"Retirement, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,72,Secure Advantage,0.3,0.2,"Unknown, Retirement, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.3 0.2"
49.0,Medium,"Emergency Fund, Debt Freedom",Older,Low,Low,Intermediate,Medium,15,Path,-0.31,0.02,"Medium, Emergency Fund, Debt Freedom, Older, Low, Low, Intermediate, Medium -0.31 0.02"
35.0,High,Unknown,Middle-aged,Medium,Low,Beginner,High,25,Prosper Journey,-0.22,0.33,"High, Unknown, Middle-aged, Medium, Low, Beginner, High -0.22 0.33"
27.0,Medium,"Debt Freedom, Emergency Fund",Young,High,Low,Intermediate,High,18,Budget System,-0.23,0.14,"Medium, Debt Freedom, Emergency Fund, Young, High, Low, Intermediate, High -0.23 0.14"
40.0,Medium,"Investment Growth, Emergency Fund",Middle-aged,High,Low,Beginner,High,19,Smart Planner,-0.39,0.54,"Medium, Investment Growth, Emergency Fund, Middle-aged, High, Low, Beginner, High -0.39 0.54"
44.0,Low,Emergency Fund,Middle-aged,Unknown,High,Beginner,High,17,Insights,-0.19,0.07,"Low, Emergency Fund, Middle-aged, Unknown, High, Beginner, High -0.19 0.07"
25.0,High,Debt Freedom,Young,Unknown,Unknown,Unknown,Unknown,47,Success,-0.07,0.15,"High, Debt Freedom, Young, Unknown, Unknown, Unknown, Unknown -0.07 0.15"
48.0,Medium,"Investment Growth, Retirement",Middle-aged,Low,Low,Intermediate,Low,81,Asset Path,0.38,0.1,"Medium, Investment Growth, Retirement, Middle-aged, Low, Low, Intermediate, Low 0.38 0.1"
31.0,Low,"Retirement, Investment Growth",Young,Unknown,Unknown,Unknown,Unknown,91,Future Blueprint Unlimited,0.38,0.11,"Low, Retirement, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown 0.38 0.11"
30.0,Low,"Investment Growth, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,85,Asset Blueprint Master,0.41,-0.08,"Low, Investment Growth, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.41 -0.08"
53.0,High,Debt Freedom,Older,High,High,Beginner,High,59,Cash Strategy Supreme,0.0,-0.36,"High, Debt Freedom, Older, High, High, Beginner, High 0.0 -0.36"
44.0,Low,"Debt Freedom, Emergency Fund",Middle-aged,Low,Medium,Intermediate,High,74,Money Foundation Unlimited,0.23,0.14,"Low, Debt Freedom, Emergency Fund, Middle-aged, Low, Medium, Intermediate, High 0.23 0.14"
45.0,High,Investment Growth,Middle-aged,High,Medium,Unknown,Medium,96,Savvy Tracker,0.48,0.08,"High, Investment Growth, Middle-aged, High, Medium, Unknown, Medium 0.48 0.08"
54.0,High,"Emergency Fund, Investment Growth",Older,Unknown,Low,Intermediate,Medium,89,Savvy Builder Essential,0.59,0.07,"High, Emergency Fund, Investment Growth, Older, Unknown, Low, Intermediate, Medium 0.59 0.07"
50.0,High,Retirement,Older,Low,Low,Beginner,Unknown,22,Journey,-0.21,0.22,"High, Retirement, Older, Low, Low, Beginner, Unknown -0.21 0.22"
30.0,Low,Retirement,Young,High,Low,Intermediate,High,34,Fortune Navigator Total,-0.12,0.29,"Low, Retirement, Young, High, Low, Intermediate, High -0.12 0.29"
